거미,판매처,채널,최초관측일,최초가,현재가,변동횟수,가격추이,최근변동일,재고,URL
엑클레시아스티쿠스,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/프살모포이우스-엑클레시아스티쿠스-유체/332/category/24/display/1/
엑클레시아스티쿠스,거미랑,자사몰,2026-06-02,40000,40000,0,,,품절,https://theraphosidae.co.kr/product/프살모포이우스-엑클레시아스티쿠스-유체/891/category/24/display/1/
엑클레시아스티쿠스,거미랑,자사몰,2026-06-02,40000,40000,0,,,품절,https://theraphosidae.co.kr/product/프살모포이우스-엑클레시아스티쿠스-유체대-마지막-한마리/1050/category/24/display/1/
엔트리 리오스,거미랑,자사몰,2026-06-02,190000,190000,0,,,품절,https://theraphosidae.co.kr/product/엔트리-리오스-6cm암컷/1285/category/24/display/1/
엔트리 리오스,거미랑,자사몰,2026-06-02,80000,80000,0,,,품절,https://theraphosidae.co.kr/product/엔트리-리오스-유체/1348/category/24/display/1/
엔트리 리오스,타란센터,자사몰,2026-06-02,350000,350000,0,,,품절,https://tarancenter.com/product/엔트리-리오스-10cm-암수-한쌍-grammostola-iheringi-pair/871/category/51/display/1/
엔트리 리오스,타란센터,자사몰,2026-06-02,180000,180000,0,,,품절,https://tarancenter.com/product/엔트리-리오스-12cm-암컷-준성체-grammostola-iheringi/1169/category/51/display/1/
엔트리 리오스,타란센터,자사몰,2026-06-02,150000,150000,0,,,품절,https://tarancenter.com/product/엔트리-리오스-9cm-암컷-grammostola-iheringi-방문입양만가능/967/category/51/display/1/
엔트리 리오스,타란센터,자사몰,2026-06-02,80000,80000,0,,,품절,https://tarancenter.com/product/엔트리-리오스-유체-grammostola-iheringi/725/category/51/display/1/
엔트리 리오스,타란센터,자사몰,2026-06-02,250000,250000,0,,,품절,https://tarancenter.com/product/엔트리-리오스-준성체-11cm-한쌍-grammostola-iheringi/1033/category/51/display/1/
엘레강스,타란툴라코리아,자사몰,2026-06-02,20000,20000,0,,,재고,https://tarantulakorea.com/product/엘레강스-유체/190/category/66/display/1/
엘리자베스 바분,거미랑,자사몰,2026-06-02,40000,40000,0,,,품절,https://theraphosidae.co.kr/product/엘리자베스-바분-유체/1418/category/24/display/1/
엘리자베스 바분,거미랑,자사몰,2026-06-02,45000,45000,0,,,품절,https://theraphosidae.co.kr/product/엘리자베스-바분-유체/838/category/24/display/1/
옐로우 밴디드 버드이터,타란툴라코리아,자사몰,2026-06-02,30000,30000,0,,,재고,https://tarantulakorea.com/product/옐로우-밴디드-버드이터-유체/613/category/24/display/1/
옐로우 밴디드 버드이터 학명 Cyclosternum schmardae 습성 배회성 수명 약 10년+,타란툴라코리아,네이버,2026-06-02,30000,30000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10566795446
옐로우 밴디드 핑크토 브라질,타란툴라코리아,네이버,2026-06-02,38000,38000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/12577844699
옐로우&블루보틀,타란툴라코리아,자사몰,2026-06-02,45000,45000,0,,,재고,https://tarantulakorea.com/product/옐로우블루보틀-유체/491/category/24/display/1/
옐로우백 오너멘탈,거미랑,자사몰,2026-06-02,25000,25000,0,,,품절,https://theraphosidae.co.kr/product/옐로우백-오너멘탈-유체/1195/category/24/display/1/
옐로우백 오너멘탈,거미랑,자사몰,2026-06-02,65000,65000,0,,,품절,https://theraphosidae.co.kr/product/옐로우백-오너멘탈-유체대/1269/category/24/display/1/
옐로우백 오너멘탈,타란센터,자사몰,2026-06-02,30000,30000,0,,,품절,https://tarancenter.com/product/옐로우백-오너멘탈-유체-poecilotheria-smithi/847/category/51/display/1/
옐로우백 오너멘탈,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10613437812
옐로우밴디드 핑크토 브라질,타란툴라코리아,자사몰,2026-06-02,38000,38000,0,,,품절,https://tarantulakorea.com/product/옐로우밴디드-핑크토-브라질유체/424/category/67/display/1/
옐로우핑크토,타란툴라코리아,네이버,2026-06-02,55000,55000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/11425092094
오너멘탈 바분,거미랑,네이버,2026-06-02,3000,3000,0,,,품절,https://smartstore.naver.com/terrafactory/products/5584268101
오너멘탈 바분,거미랑,자사몰,2026-06-02,5000,5000,0,,,품절,https://theraphosidae.co.kr/product/오너멘탈-바분-유체/1674/category/24/display/1/
오너멘탈 바분,더쥬 송파점,네이버,2026-06-02,5000,5000,0,,,재고,https://smartstore.naver.com/tzblossom/products/8764128032
오너멘탈 바분,타란센터,자사몰,2026-06-02,15000,15000,0,,,품절,https://tarancenter.com/product/오너멘탈-바분-5cm-아성체-heteroscodra-maculata/958/category/51/display/1/
오너멘탈 바분,타란센터,자사몰,2026-06-02,4000,4000,0,,,품절,https://tarancenter.com/product/오너멘탈-바분-유체-heteroscodra-maculata/103/category/51/display/1/
오너멘탈 바분 오너바분,타란툴라코리아,네이버,2026-06-02,5000,5000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10621692627
오너멘탈바분 타란튤라 애완거미,타란센터,네이버,2026-06-02,4000,4000,0,,,품절,https://smartstore.naver.com/tarancenter/products/11160085045
오너멘탈의 최종악장 하누마빌라수미카 오너멘탈,타란툴라코리아,네이버,2026-06-02,90000,90000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10763559127
오렌지 마우스,타란툴라코리아,자사몰,2026-06-02,15000,15000,0,,,재고,https://tarantulakorea.com/product/오렌지-마우스-유체/114/category/67/display/1/
오렌지 프린지드,거미랑,네이버,2026-06-02,30000,30000,0,,,재고,https://smartstore.naver.com/terrafactory/products/5466823366
오렌지 프린지드,거미랑,자사몰,2026-06-02,120000,120000,0,,,품절,https://theraphosidae.co.kr/product/오렌지-프린지드-준성체암/345/category/24/display/1/
오렌지 프린지드,거미랑,자사몰,2026-06-02,120000,120000,0,,,품절,https://theraphosidae.co.kr/product/오렌지-프린지드-칼리만탄-7-8cm한쌍/1724/category/24/display/1/
오렌지 프린지드,거미랑,자사몰,2026-06-02,250000,250000,0,,,품절,https://theraphosidae.co.kr/product/오렌지-프린지드남부쿠칭-준성체암/28/category/24/display/1/
오렌지 프린지드,타란툴라코리아,네이버,2026-06-02,30000,30000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10644867701
오렌지 프린지드,타란툴라코리아,자사몰,2026-06-02,30000,30000,0,,,재고,https://tarantulakorea.com/product/오렌지-프린지드-유체/196/category/66/display/1/
오렌지 프린지드 도리에 칼리만탄 약,더쥬 송파점,네이버,2026-06-02,75000,75000,0,,,재고,https://smartstore.naver.com/tzblossom/products/12880252977
오렌지 프린지드 칼리만탄 바랏,거미랑,네이버,2026-06-02,85000,85000,0,,,재고,https://smartstore.naver.com/terrafactory/products/13089678765
오렌지 프린지드 칼리만탄 바랏,거미랑,자사몰,2026-06-02,30000,30000,0,,,재고,https://theraphosidae.co.kr/product/오렌지-프린지드-칼리만탄-바랏-유체/1033/category/24/display/1/
오렌지 프린지드 칼리만탄 바랏,거미랑,자사몰,2026-06-02,85000,85000,0,,,재고,https://theraphosidae.co.kr/product/오렌지-프린지드-칼리만탄-바랏-준성체1418cm-암컷-0123-재입고-되었습니다/1754/category/24/display/1/
오렌지 프린지드 폰티아낙,타란센터,자사몰,2026-06-02,70000,70000,0,,,품절,https://tarancenter.com/product/오렌지-프린지드-폰티아낙-준성체-암컷-cyriopagopus-doriae-pontianak/1472/category/51/display/1/
오렌지마우스,거미랑,자사몰,2026-06-02,18000,18000,0,,,품절,https://theraphosidae.co.kr/product/코스타리칸-오렌지마우스-유체/1159/category/24/display/1/
오렌지마우스,더쥬 송파점,네이버,2026-06-02,15000,15000,0,,,품절,https://smartstore.naver.com/tzblossom/products/11761904868
오렌지어셈 바분,거미랑,네이버,2026-06-02,3000,3000,0,,,재고,https://smartstore.naver.com/terrafactory/products/5229926863
오렌지어셈 바분,거미랑,자사몰,2026-06-02,5000,5000,0,,,품절,https://theraphosidae.co.kr/product/오렌지어셈-바분-유체/78/category/24/display/1/
오렌지어셈 바분,거미랑,자사몰,2026-06-02,18000,18000,0,,,품절,https://theraphosidae.co.kr/product/오렌지어셈-바분-유체대-6cm/1090/category/24/display/1/
오렌지어셈 바분,거미랑,자사몰,2026-06-02,80000,80000,0,,,품절,https://theraphosidae.co.kr/product/오렌지어셈-바분-준성체암/79/category/24/display/1/
오르니톡토누스 spec. 라농 블루,거미랑,자사몰,2026-06-02,15000,15000,0,,,재고,https://theraphosidae.co.kr/product/오르니톡토누스-spec-라농-블루-ex사우스-춤폰-유체/1627/category/24/display/1/
오르니톡토누스 spec. 라농 블루,거미랑,자사몰,2026-06-02,50000,50000,0,,,재고,https://theraphosidae.co.kr/product/오르니톡토누스-spec-라농-블루-준성체10cm-암컷/1429/category/24/display/1/
오르니톡토니나에 Sp. 시암사투,타란센터,네이버,2026-06-02,80000,80000,0,,,재고,https://smartstore.naver.com/tarancenter/products/13155895080
오르니톡토니나에 Sp. 시암사투,타란센터,네이버,2026-06-02,20000,20000,0,,,재고,https://smartstore.naver.com/tarancenter/products/13523588058
오르니톡토니나에 Sp. 시암사투,타란센터,자사몰,2026-06-02,20000,20000,0,,,재고,https://tarancenter.com/product/오르니톡토니나에-sp-시암사투-유체-ornithoctoninae-sp-siam-satu/1559/category/51/display/1/
오르니톡토니나에 Sp. 시암사투,타란센터,자사몰,2026-06-02,80000,80000,0,,,재고,https://tarancenter.com/product/오르니톡토니나에-sp-시암사투-준성체성체급-암컷-ornithoctoninae-sp-siam-satu/1457/category/51/display/1/
오르니톡토니나이 Sp. 다미,타란센터,자사몰,2026-06-02,25000,25000,0,,,재고,https://tarancenter.com/product/오르니톡토니나이-sp-다미-유체-ornithoctoninae-sp-da-mi/1236/category/51/display/1/
오르니톡토니나이 Sp. 라오스,타란센터,자사몰,2026-06-02,70000,70000,0,,,품절,https://tarancenter.com/product/오르니톡토니나이-sp-라오스-트랩도어-성체급-암컷-ornithoctoninae-sp-laos-trapdoor/1439/category/51/display/1/
오르니톡토니나이 Sp. 라오스,타란센터,자사몰,2026-06-02,20000,20000,0,,,재고,https://tarancenter.com/product/오르니톡토니나이-sp-라오스-트랩도어-유체-ornithoctoninae-sp-laos-trapdoor/1558/category/51/display/1/
오르니톡토니나이 spec. 우타이 타니,거미랑,자사몰,2026-06-02,70000,70000,0,,,품절,https://theraphosidae.co.kr/product/오르니톡토니나이-spec-우타이-타니-10cm-암컷/1428/category/24/display/1/
오르니톡토니나이 spec. 하리본,거미랑,자사몰,2026-06-02,85000,85000,0,,,품절,https://theraphosidae.co.kr/product/오르니톡토니나이-spec-하리본-7-8cm-암컷/1703/category/24/display/1/
오르니톡토투스 spec. 실버 그레이,거미랑,자사몰,2026-06-02,90000,90000,0,,,품절,https://theraphosidae.co.kr/product/오르니톡토투스-spec-실버-그레이-7cm-암컷/1424/category/24/display/1/
오르프나에쿠스 Sp. 롬블론 핑크,타란센터,자사몰,2026-06-02,20000,20000,0,,,재고,https://tarancenter.com/product/오르프나에쿠스-sp-롬블론-핑크-아성체-orphnaecus-sp-romblon-pink/615/category/51/display/1/
오르프나에쿠스 Sp. 퀘존블루,타란센터,자사몰,2026-06-02,10000,10000,0,,,재고,https://tarancenter.com/product/오르프나에쿠스-sp-퀘존블루-유체-orphnaecus-sp-quezon-blue/1193/category/51/display/1/
오르프나이쿠스 spec. 네그로스,거미랑,자사몰,2026-06-02,65000,65000,0,,,품절,https://theraphosidae.co.kr/product/오르프나이쿠스-spec-네그로스-5cm한쌍/1172/category/24/display/1/
오르프나이쿠스 spec. 퀘존 블루,거미랑,자사몰,2026-06-02,10000,10000,0,,,재고,https://theraphosidae.co.kr/product/오르프나이쿠스-spec-퀘존-블루-유체/1262/category/24/display/1/
오르프내쿠스 Sp. 퀘존 블루,타란센터,자사몰,2026-06-02,30000,30000,0,,,품절,https://tarancenter.com/product/오르프내쿠스-sp-퀘존-블루-아성체-소-orphnaecus-sp-quezon-blue/450/category/51/display/1/
오리엔트 푼타 카나,거미랑,자사몰,2026-06-02,30000,30000,0,,,재고,https://theraphosidae.co.kr/product/포르믹토푸스-spec-오리엔트-푼타-카나-ex아트리코마투스-푼타-카나-유체/1774/category/24/display/1/
오리엔트 푼타 카나,타란툴라코리아,자사몰,2026-06-02,30000,30000,0,,,재고,https://tarantulakorea.com/product/포믹토푸스-오리엔트-푼타-카나-유체/541/category/24/display/1/
오악사카,타란툴라코리아,자사몰,2026-06-02,32000,32000,0,,,재고,https://tarantulakorea.com/product/오악사카-유체/530/category/24/display/1/
욕돈 타이거,거미랑,자사몰,2026-06-02,40000,40000,0,,,품절,https://theraphosidae.co.kr/product/오르니톡토니나이-spec-욕돈-유체/269/category/24/display/1/
욕돈 타이거,더쥬 송파점,네이버,2026-06-02,28000,28000,0,,,품절,https://smartstore.naver.com/tzblossom/products/11789453301
욕돈 타이거,타란센터,자사몰,2026-06-02,40000,40000,0,,,품절,https://tarancenter.com/product/욕돈-타이거-유체-ornithoctoninae-sp-yok-don/1299/category/51/display/1/
욕돈 타이거,타란툴라코리아,네이버,2026-06-02,40000,40000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/11828229673
욕돈타이거,타란센터,네이버,2026-06-02,40000,40000,0,,,품절,https://smartstore.naver.com/tarancenter/products/12022616821
욕돈타이거,타란툴라코리아,자사몰,2026-06-02,40000,40000,0,,,재고,https://tarantulakorea.com/product/욕돈타이거-유체/691/category/24/display/1/
용맹한 아프리카 레드럼프 바분,타란툴라코리아,네이버,2026-06-02,140000,140000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/11117537647
우잠바라 DCF 키고마,더쥬 송파점,네이버,2026-06-02,9000,9000,0,,,품절,https://smartstore.naver.com/tzblossom/products/8801188385
우잠바라 바분 DCF,거미랑,자사몰,2026-06-02,15000,15000,0,,,재고,https://theraphosidae.co.kr/product/우잠바라-바분-dcf-키고마-국립공원-유체/884/category/24/display/1/
우잠바라 바분 DCF,거미랑,자사몰,2026-06-02,4000,4000,0,,,재고,https://theraphosidae.co.kr/product/우잠바라-바분-rcf-유체/289/category/24/display/1/
우잠바라 바분 DCF,거미랑,자사몰,2026-06-02,20000,20000,0,,,품절,https://theraphosidae.co.kr/product/우잠바라-바분-tcf-ex어셈-tcf-유체대/1299/category/24/display/1/
우잠바라 바분 DCF,거미랑,자사몰,2026-06-02,4000,4000,0,,,품절,https://theraphosidae.co.kr/product/우잠바라-바분-tcf-유체/1599/category/24/display/1/
